insertions,bins,balls,alpha,perc,observed,lower bound,upper bound
4.87,8193,29648,1.532091,1.204371,6.68550034037,3.63172362804,12.256728
4.88,8194,11118,1.532278,1.204518,6.26906650397,1.36172750945,4.596834
4.89,8195,29866,1.532465,1.204665,6.45526524149,3.65753283124,12.25972
4.9,8199,30084,1.533213,1.205253,7.16513157895,3.6824503931,12.265704
4.91,8200,29648,1.5334,1.2054,7.35344827586,3.62864041065,12.2672
4.92,8200,30084,1.5334,1.2054,7.07976653696,3.68200276963,12.2672
4.93,8200,28776,1.5334,1.2054,6.2722940776,3.52191569269,12.2672
4.94,8200,30084,1.5334,1.2054,6.40455120101,3.68200276963,12.2672
4.95,8202,30084,1.533774,1.205694,6.88230994152,3.68109633433,12.270192
4.96,8203,27250,1.533961,1.205841,6.60628195763,3.33392236184,10.737727
4.97,8203,24852,1.533961,1.205841,7.23633156966,3.040537194,10.737727
4.98,8204,28122,1.534148,1.205988,6.20516214428,3.44019338853,10.739036
4.99,8205,30084,1.534335,1.206135,5.95168762409,3.67975090512,12.27468
5.0,8205,30084,1.534335,1.206135,6.62078458362,3.67975090512,12.27468
5.01,8205,30084,1.534335,1.206135,6.72445384073,3.67975090512,12.27468
5.02,8205,30084,1.534335,1.206135,6.47863247863,3.67975090512,12.27468
5.03,8205,29648,1.534335,1.206135,6.65416666667,3.62642118185,12.27468
5.04,8205,30084,1.534335,1.206135,6.39826551034,3.67975090512,12.27468
5.05,8207,29866,1.460846,1.198222,6.11143354614,3.65218234058,11.686768
5.06,8211,28776,1.461558,1.198806,6.66853233831,3.51722700467,11.692464
5.07,8211,27032,1.461558,1.198806,5.89130434783,3.30406173166,10.230906
