pulls_performed filesystem_size aged_time aged_layout_score clean_time clean_layout_score
6200 51181 2.70831394196 0.993568575924  2.59578490257 0.992595248767
6300 52143 2.72924494743 0.993542656052  2.36185789108 0.992371437423
6400 46573 2.50384092331 0.992985899113  2.47493386269 0.992750872932
6500 48606 2.56767201424 0.993434550677  2.50453400612 0.992907538062
6600 49514 2.57033085823 0.993199538478  2.56001496315 0.992805362282
6700 50587 2.6486852169 0.993430282293  2.5803129673 0.99271684741
6800 51352 2.76203918457 0.993365658684  2.61451292038 0.993089196789
6900 48032 2.57951188087 0.993439226519  2.44078183174 0.992358495715
7000 50205 2.64092612267 0.993314962237  2.5200419426 0.993116484771
7100 30120 2.27331209183 0.991087344029  2.06663107872 0.989468202072
7200 39568 2.31284499168 0.990873872234  2.07871794701 0.989776267346
7300 40451 2.34030294418 0.99118348719  2.1903758049 0.990781362803
7400 41468 2.34647417068 0.991074571328  2.23388004303 0.990835389496
7500 41654 2.45362210274 0.99189411537  2.26253294945 0.990885690271
7600 43213 2.43355798721 0.991558980439  2.30915284157 0.990624921665
7700 39191 2.35647511482 0.991239236241  2.34241008759 0.99061102099
7800 40473 2.3936111927 0.991536571443  2.10050201416 0.990936719852
7900 41600 2.45682191849 0.992106018563  2.19086694717 0.99154462122
8000 42893 2.4595990181 0.991918856791  2.20085906982 0.991201067159
8100 40088 2.44587802887 0.991958525346  2.31095504761 0.991729230769
8200 41557 2.37216615677 0.991659972594  2.34567117691 0.991303512228
8300 42337 2.45085501671 0.99184327942  2.17959594727 0.991896106552
8400 43624 2.46731281281 0.991910277625  2.22190499306 0.991176989589
8500 43950 2.52368807793 0.992131553355  2.27770709991 0.991629151965
8600 45600 2.55335211754 0.992204492108  2.34767007828 0.99132927436
8700 40829 2.37402510643 0.992098130197  2.32777094841 0.991586372228
8800 42698 2.44730901718 0.991742159503  2.37173199654 0.991694649653
8900 44560 2.56163692474 0.992022980886  2.30571293831 0.991339058909
9000 44996 2.53084683418 0.992105263158  2.2575750351 0.990851280112
9100 41878 2.42742800713 0.992219102986  2.29825806618 0.991876860591
9200 43758 2.49196696281 0.992248062016  2.33550000191 0.991759169613
9300 44467 2.49753308296 0.992511211725  2.38237977028 0.992048283002
9400 45551 2.59433603287 0.992620844043  2.43076109886 0.992072894901
9500 46492 2.53248691559 0.992337953904  2.26086091995 0.991732130179
9600 47349 2.60083889961 0.99280604534  2.39901399612 0.99220703169
9700 42950 2.51055407524 0.992588417053  2.36801505089 0.992027935169
9800 45090 2.49223089218 0.992602163086  2.44461917877 0.992132603354
9900 45967 2.57874083519 0.992742752889  2.34010601044 0.992160453845
10000 46530 2.63327097893 0.993115727003  2.36479306221 0.991827330624
