insertions,bins,balls,alpha,perc,observed,lower bound,upper bound
2.71,4123,19620,1.44004744892,1.20209780622,5.8922046285,4.77679277211,14.4004744892
2.72,4129,18094,1.38277284282,1.20226553957,5.76508275494,4.39916339691,12.4449555853
2.73,4130,19402,1.35299553327,1.20246557527,5.43608562691,4.71606072477,13.5299553327
2.74,4130,19620,1.35299553327,1.20246557527,5.75088547816,4.76905017112,13.5299553327
2.75,4134,19184,1.35430594056,1.202731821,5.61932728243,4.65884368125,13.5430594056
2.76,4137,9374,1.35528874604,1.20245603187,5.42822966507,2.2749239283,6.77644373018
2.77,4140,19402,1.35627155151,1.20296227124,5.49970326409,4.70534640195,13.5627155151
2.78,4143,19184,1.35725435698,1.20328039446,5.58523632501,4.64930431946,13.5725435698
2.79,4145,18748,1.35790956063,1.20358866368,5.36083022885,4.54156396519,13.5790956063
2.8,4150,18748,1.35954756975,1.20268571241,5.26721120187,4.53645676403,13.5954756975
2.81,4153,18748,1.36053037522,1.20282891975,5.51703877791,4.53339367568,13.6053037522
2.82,4157,9592,1.34640578887,1.20280036162,5.46807264206,2.31728726125,6.73202894433
2.83,4163,18530,1.33786698392,1.20161844869,5.55,4.47052850293,12.0408028553
2.84,4166,19184,1.33883109657,1.20176206722,5.35491606715,4.62519880091,13.3883109657
2.85,4174,17658,1.34140206363,1.20190516311,5.38376963351,4.24965604254,12.0726185726
2.86,4180,18748,1.34333028892,1.20146411357,5.50693641618,4.50589357676,12.0899726003
2.87,4188,19184,1.34590125598,1.20101027851,5.22847301952,4.60245997821,13.4590125598
2.88,4197,18312,1.34879359392,1.20156814071,5.67976539589,4.38449690453,12.1391423453
2.89,4203,18312,1.35072181922,1.20272622526,5.49853715623,4.37870691357,12.156496373
2.9,4211,18094,1.35329278628,1.20355508619,5.38909875877,4.31887601799,12.1796350765
2.91,4228,8720,1.35875609128,1.20563160594,5.46415294742,2.07361049864,6.79378045641
2.92,4239,17440,1.36229117099,1.20563437361,5.23443008226,4.13715474561,12.2606205389
2.93,4249,18966,1.36550487981,1.20721996683,5.23229291717,4.48930556647,12.2895439183
2.94,4255,18966,1.36743310511,1.20802681038,5.47848898216,4.48333493453,12.306897946
2.95,4269,19838,1.37193229747,1.20956667441,5.17981438515,4.6752474541,13.7193229747
2.96,4279,18530,1.34864573666,1.21059222887,5.30502599653,4.35747757933,12.1378116299
2.97,4293,19620,1.34419625486,1.21140345872,5.30977130977,4.59984121082,13.4419625486
