insertions,flushes,max_alpha
4.88,11813,1.64288
4.89,11831,1.64539
4.9,11944,1.64825
4.91,11961,1.65022
4.92,11979,1.6538
4.93,12019,1.65703
4.94,12076,1.65882
4.95,12071,1.6261
4.96,12093,1.6289
4.97,12059,1.63188
4.98,12028,1.63398
4.99,11971,1.63608
