pulls 1024mb_time 1024mb_layout 1280mb_time 1280mb_layout 1536mb_time 1536mb_layout 2048mb_time 2048mb_layout 768mb_time 768mb_layout cold_time cold_layout cold_clean_time cold_clean_layout betrfs_time betrfs_layout
3300 228.802123794 0.697568410911 0.533810586637 1 0.52146296481 1 0.518872631806 1 362.290950675 0.60799209072 1370.62613852 0.406676577916 82.2844295031 0.412088981127 15.6297109613 0.989145290995
3400 226.874687333 0.701933472809 0.518787812008 1 0.521149767572 1 0.520002222575 1 414.766101418 0.622265523513 1394.19133724 0.402045221292 86.2925081369 0.407835795241 15.7352980509 0.989154690011
3500 223.701542079 0.715082614514 0.526193646249 1 0.523090388523 1 0.519631095254 1 348.639354073 0.686613561298 1417.55335758 0.399946964222 83.4555660223 0.405569214935 15.7124952714 0.989358616162
3600 220.799025717 0.712972720603 0.527574510391 1 0.523785939338 1 0.521551724139 1 424.99650567 0.510092989876 1448.94599596 0.396507912161 85.1365841089 0.402200970144 15.8911909783 0.989674583823
3700 225.01179844 0.709962300578 0.53399904812 1 0.525845874828 1 0.521306869398 1 430.514758642 0.618834999911 1474.11202839 0.394130021237 88.5495049505 0.399092377277 15.2757268899 0.989893743322
3800 229.636663696 0.701831322822 0.534669157186 1 0.521485591074 1 0.532397089205 1 415.306860513 0.633508112386 1493.78183637 0.392772321715 89.8370301975 0.398965367453 15.1818463626 0.989776763797
3900 239.94392538 0.689420924079 0.540037742029 1 0.53714000446 1 0.522470099111 1 475.358236074 0.507795766224 1528.36646361 0.390744464846 86.6664591668 0.397138736324 15.2924284191 0.989756758282
4000 243.295235926 0.693032539011 0.531316418475 1 0.529564174434 1 0.529336761013 1 438.404071946 0.612192047668 1531.91930349 0.388603565873 89.8735886611 0.395137403521 15.4812760085 0.989899974924
4100 253.100419834 0.692280985997 1.44835902574 0.462863293864 0.530054758681 1 0.525631026177 1 512.559025911 0.495923942115 1557.66082917 0.386104912825 88.5665354545 0.393147972229 15.7011058906 0.990025384913
4200 252.225725551 0.686387355101 0.527281513197 1 0.533563867952 1 0.526325539135 1 441.801411372 0.643310901953 1587.08584614 0.383688259976 92.6584205347 0.390868420808 15.235367436 0.990037343112
